Date,Year,Area,Location,Type,Country,Activity,Sex,Age,Injury,Fatal,Species,Hemisphere,Formated Date,Month
1949,,Calvados Archipelago,"Sabara Island, Calvados Chain 11.4S, 153E",Unprovoked,Papua New Guinea,Other,,,FATAL,Y,Unknown,S,,
1949,,New Ireland Province,"Kulengei, southeast of Kalili, Kavieng",Unprovoked,Papua New Guinea,Other,M,,"Leg bitten, surgically amputated",N,Unknown,S,,
1949,,New Ireland Province,"Enang , Kavieng",Unprovoked,Papua New Guinea,Other,M,,Hand & shoulder bitten,N,Unknown,S,,
1949,,Bougainville (North Solomons),"Orava (Aravo) Islet , near Kieta. ",Unprovoked,Papua New Guinea,Fishing,M,18.0,"FATAL, ""Nearly bitten in two through loin"".",Y,Unknown,S,,
1949,,Bougainville (North Solomons),"Sohano Island, Buka Passage",Unprovoked,Papua New Guinea,Swimming,M,,Hand severed,N,Unknown,S,,
1949,,"Abau Sub District, Central Province",Kerpuna ,Unprovoked,Papua New Guinea,Swimming,M,,"FATAL. One man's abdomen removed, the other received severe multiple injuries.",Y,Unknown,S,,
27-Dec-48,2048.0,Western Australia,Lancelin Island,Unprovoked,Australia,Swimming,M,17.0,"FATAL, disappeared while swimming  ",Y,His hand was found in a 2.4 m [8'] tiger shark caught 1/5/1949,S,2048-12-27 00:00:00.000000,12.0
26-Dec-48,2048.0,Queensland,"Kings Beach, Caloundra",Unprovoked,Australia,Other,M,28.0,"FATAL, left hand severed, left leg arm bitten, tissue removed hip to knee  ",Y,Unknown,S,2048-12-26 00:00:00.000000,12.0
14-Dec-48,2048.0,Shat-Al-Arab River,Abadan,Unprovoked,Iran,Other,M,19.0,Left thumb severed,N,Unknown,N,2048-12-14 00:00:00.000000,12.0
14-Dec-48,2048.0,Guantanamo Province,10 miles off Cape Maisi,Unprovoked,Cuba,Other,M,14.0,"2 hours later shark bit Jeppsens feet, arm, knee & finally killed him. Tony, clothing torn but alive, washed ashore on Cuban coast",N,Unknown,N,2048-12-14 00:00:00.000000,12.0
10-Dec-48,2048.0,Queensland,Rib Reef off Townsville,Unprovoked,Australia,Fishing,M,,Hand injured,N,Unknown,S,2048-12-10 00:00:00.000000,12.0
05-Dec-48,2048.0,Between Kwajalein Atoll & Johnston Island,500 nautical miles southwest of Johnston Island,Sea Disaster,North Pacific Ocean,Other,M,,"32 survived, 5 perished; sharks fed on the dead but did not bite the survivors",Y,Unknown,N,2048-12-05 00:00:00.000000,12.0
 18-Nov-1948,1948.0,Torres Strait,"Saibai Island, 80 miles north of Cape York",Unprovoked,Australia,Diving,M,41.0,Leg bitten,N,Unknown,S,1948-11-18 00:00:00.000000,11.0
22-Sep-48,2048.0,Attica,Keratsini ,Unprovoked,Greece,Swimming,M,17.0,FATAL,Y,Said to be 6.4 m [21'] shark,N,2048-09-22 00:00:00.000000,9.0
19-Sep-48,2048.0,Hawaii,"Off Makapauu Point, O'ahu",Unprovoked,United States,Swimming,M,,Leg bitten,N,Unknown,N,2048-09-19 00:00:00.000000,9.0
19-Sep-48,2048.0,Hawaii,"Off Makapauu Point, O'ahu",Unprovoked,United States,Fishing,M,,Survived,N,Unknown,N,2048-09-19 00:00:00.000000,9.0
Reported 17-Sep-1848,1848.0,Adana Province,Yumurtalik,Unprovoked,Turkey,Swimming,M,,FATAL,Y,Unknown,N,1848-09-17 00:00:00.000000,9.0
15-Sep-48,2048.0,,Bound from New York to London in ballast,Sea Disaster,Mid Atlantic Ocean,Other,M,,"FATAL, 2 men killed by sharks, 20 survived",Y,Unknown,N,2048-09-15 00:00:00.000000,9.0
02-Sep-48,2048.0,Bandar Mashur sea inlet,,Unprovoked,Iran,Bathing,F,60.0,"FATAL, left arm & left buttock severed ",Y,Unknown,N,2048-09-02 00:00:00.000000,9.0
19-Aug-48,2048.0,Shatt-al-Arab River,,Unprovoked,Iran,Other,M,13.0,"FATAL, right arm  severely bitten & surgically amputated, died 12 to 14 hours later   ",Y,Unknown,N,2048-08-19 00:00:00.000000,8.0
03-Aug-48,2048.0,Shatt-al-Arab River,Bashamir,Unprovoked,Iran,Swimming,M,15.0,"Quadriceps lacerated, femur exposed",N,Unknown,N,2048-08-03 00:00:00.000000,8.0
Aug-48,,Bimini Islands,Lerner Marine Laboratory,Provoked,Bahamas,Other,M,41.0,Shark that he speared bit his calf     PROVOKED INCIDENT,N,"Lemon shark, 4'",N,,
01-Jul-48,2048.0,US Virgin Islands,"St. John, Genti Bay",Unprovoked,United States,Swimming,M,46.0,FATAL,Y,Unknown,N,2048-07-01 00:00:00.000000,7.0
Reported 06-Jun-1948,1948.0,Saipan,,Unprovoked,Northern Mariana Islands,Swimming,M,,Heel bitten,N,Unknown,N,1948-06-06 00:00:00.000000,6.0
10-May-48,2048.0,Shatt-al-Arab River,,Provoked,Iran,Fishing,M,38.0,"8"" x 4"" left antecubital fossa of muscle & skin removed  PROVOKED INCIDENT",N,Unknown,N,2048-05-10 00:00:00.000000,5.0
10-Apr-48,2048.0,Western Cape Province,Gansbaai,Provoked,South Africa,Other,M,,Groenwald's arm lacerated by the shark PROVOKED INCIDENT,N,Unknown,S,2048-04-10 00:00:00.000000,4.0
"Reported 13-Mar-1948 ""Bitten last weekend",,Coast Province,Mombasa,Unprovoked,Kenya,Other,M,,FATAL,Y,Unknown,N,,
11-Mar-48,2048.0,Cap Vert Peninsula,Between Joal & Sangomar near Dakar,Invalid,Senegal,Other,,,Fragment of human foot recovered from shark's gut,Y,"Tiger shark, 300-kg [662-lb] ",N,2048-03-11 00:00:00.000000,3.0
Mar-48,,"New Ireland Province, Bismarck Archipelago","Punam Passage, Rataman census div, Namatanai",Provoked,Papua New Guinea,Fishing,M,30.0,Leg bitten by shark that he had speared  PROVOKED INCIDENT,N,"""grey shark""",S,,
13-Feb-48,2048.0,Texas,"Gulf of Mexico between Brownsville & Carmen, Mexico",Sea Disaster,United States,Other,M,,"FATAL. Womack was injured when plane went down, 3 days later he fell off liferaft & was taken by a shark  ",Y,Unknown,N,2048-02-13 00:00:00.000000,2.0
12-Feb-48,2048.0,New South Wales,"Stockton Beach, Newcastle",Unprovoked,Australia,Swimming,M,16.0,"FATAL, right thigh & leg bitten ",Y,3.7 m [12'] shark,S,2048-02-12 00:00:00.000000,2.0
25-Jan-48,2048.0,New South Wales,"Mona Vale, near Sydney",Unprovoked,Australia,Other,M,,"No injury, ski bitten",N,6' shark,S,2048-01-25 00:00:00.000000,1.0
Summer 1948,,Florida,Biscayne Bay,Provoked,United States,Other,M,48.0,Grabbed shark by the tail & it bit him PROVOKED INCIDENT,N,Nurse shark,N,,
1948,,Morobe Province,Finschafen  ,Unprovoked,Papua New Guinea,Fishing,M,,Right hand bitten,N,Unknown,S,,
1948,,Bougainville (North Solomons),"Tung Island, off the west coast of Buka Island",Provoked,Papua New Guinea,Fishing,M,,Bitten on face while taking shark off spear PROVOKED INCIDENT,N,Unknown,S,,
1948,,Western Cape Province,False Bay,Boating,South Africa,Fishing,,,"No injury to occupants, boat holed by shark",N,Unknown,S,,
21-Dec-47,2047.0,New South Wales,"Watson Taylor's Lake, 25 miles south of Port Macquarie",Unprovoked,Australia,Fishing,M,9.0,Leg gashed,N,Grey nurse shark,S,2047-12-21 00:00:00.000000,12.0
Reported 15-Dec-1947,1947.0,KwaZulu-Natal,Durban,Invalid,South Africa,Other,,,"Human remains found in shark, possibly one of the crew of the wrecked fishing boat John Bull",Y,"Tiger shark, 277-kg",S,1947-12-15 00:00:00.000000,12.0
Dec-47,,,"Tiaroye, near Dakar, Cap Vert Peninsula",Unprovoked,Senegal,Fishing,M,,"FATAL, right thigh bitten ",Y,Tiger shark,N,,
23-Nov-47,2047.0,South Australia,3 miles out to sea off Glenelg,Boating,Australia,Fishing,,,"No injury to occupants, shark made 20 to 30 rushes at dinghy",N,5.5 m [18'] shark,S,2047-11-23 00:00:00.000000,11.0
14-Nov-47,2047.0,New South Wales,"Knobby's Beach, Newcastle",Unprovoked,Australia,Fishing,M,17.0,"No injury, ski bumped",N,Unknown,S,2047-11-14 00:00:00.000000,11.0
14-Nov-47,2047.0,New South Wales,"Knobby's Beach, Newcastle",Unprovoked,Australia,Fishing,M,16.0,"No injury, ski bumped",N,Unknown,S,2047-11-14 00:00:00.000000,11.0
08-Nov-47,2047.0,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",Unprovoked,Australia,Swimming,M,12.0,"FATAL, leg severed at knee  ",Y,Unknown,S,2047-11-08 00:00:00.000000,11.0
08-Nov-47,2047.0,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",Unprovoked,Australia,Swimming,M,13.0,Thighs & knee lacerated,N,Unknown,S,2047-11-08 00:00:00.000000,11.0
Nov-47,,Queensland,Moreton Bay,Unprovoked,Australia,Other,,78.0,FATAL,Y,Unknown,S,,
28-Oct-47,2047.0,Northern Territory,"Mornington Island, Gulf of Carpentaria",Unprovoked,Australia,Fishing,M,,Kneecap removed,N,Unknown,S,2047-10-28 00:00:00.000000,10.0
10-Oct-47,2047.0,Pernambuco,Piedade,Unprovoked,Brazil,Swimming,M,25.0,FATAL,Y,Unknown,S,2047-10-10 00:00:00.000000,10.0
04-Aug-47,2047.0,Florida,In a canal 10 miles north of St Augustine,Unprovoked,United States,Swimming,M,20.0,"FATAL, calf bitten, leg surgically amputated  ",Y,Possibly C. leucas,N,2047-08-04 00:00:00.000000,8.0
Reported 27-Jul-1947,1947.0,California,"Santa Monica, Los Angeles County",Provoked,United States,Fishing,M,46.0,PROVOKED INCIDENT,N,a small shark,N,1947-07-27 00:00:00.000000,7.0
Reported 24-Jul-1947,1947.0,Northern Territory,Darwin Harbour,Unprovoked,Australia,Diving,M,,Suit ripped,N,"Most likely, a small shark",S,1947-07-24 00:00:00.000000,7.0
15-Jul-47,2047.0,KwaZulu-Natal,"North Beach, Durban",Unprovoked,South Africa,Swimming,M,20.0,Right thigh lacerated,N,Unknown,S,2047-07-15 00:00:00.000000,7.0
Jul-47,,Carpathian Sea,Dodecanese Islands,Invalid,Greece,Other,M,,Shark involvement  unconfirmed,N,Unknown,N,,
27-Jun-47,2047.0,Hawaii,"Off Waianae, O'ahu",Unprovoked,United States,Fishing,M,35.0,"Left forearm, arm & leg lacerated",N,Unknown,N,2047-06-27 00:00:00.000000,6.0
16-Jun-47,2047.0,New South Wales,Coogee,Boating,Australia,Fishing,,,"No injury to occupants, shark bumped & lifted dinghy",N,"Tiger shark, 14' ",S,2047-06-16 00:00:00.000000,6.0
Reported 13-May-1947,1947.0,Coast Province,"Kilindini Harbor, Mombasa",Unprovoked,Kenya,Swimming,M,,Knee grazed,N,Unknown,N,1947-05-13 00:00:00.000000,5.0
20-Apr-47,2047.0,KwaZulu-Natal,"Country Club Beach, Durban",Unprovoked,South Africa,Other,M,21.0,Ankle & shin lacerated,N,"1.5 m, 45-kg shark",S,2047-04-20 00:00:00.000000,4.0
11-Apr-47,2047.0,KwaZulu-Natal,"Rocket Hut Beach, Durban",Unprovoked,South Africa,Surfing,M,14.0,"Thigh severely lacerated, shin & calf lacerated",N,Unknown,S,2047-04-11 00:00:00.000000,4.0
06-Apr-47,2047.0,New South Wales,Palm Beach,Unprovoked,Australia,Surfing,M,17.0,"No injury, board scraped by shark",N,Unknown,S,2047-04-06 00:00:00.000000,4.0
Apr-47,,,Off Central American coast at 8N.79W,Provoked,Pacific Ocean,Other,M,29.0,"Right arm punctured, finger lacerated PROVOKED INCIDENT",N,Unknown,N,,
12-Mar-47,2047.0,KwaZulu-Natal,"Country Club Beach, Durban",Unprovoked,South Africa,Wading,M,18.0,"Hip abraded, right calf severely lacerated",N,Unknown,S,2047-03-12 00:00:00.000000,3.0
09-Mar-47,2047.0,KwaZulu-Natal,"Country Club Beach, Durban",Unprovoked,South Africa,Other,M,22.0,Lacerations on buttock  &  right foot ,N,"Blacktip shark, 2 m [6.75'] ",S,2047-03-09 00:00:00.000000,3.0
23-Feb-47,2047.0,Queensland,Palm Beach,Boating,Australia,Fishing,,,"No injury, shark holed boat",N,Unknown,S,2047-02-23 00:00:00.000000,2.0
Reported 06-Feb-1947,1947.0,New Providence Island,Cable Beach,Provoked,Bahamas,Other,M,,Arm bitten PROVOKED INCIDENT,N,5' shark,N,1947-02-06 00:00:00.000000,2.0
Feb-47,,Rio de Janeiro,Copacabana,Unprovoked,Brazil,Bathing,,,FATAL,Y,Unknown,S,,
14-Jan-47,2047.0,New South Wales,"Berry's Bay, Sydney Harbour",Boating,Australia,Other,,17.0,"No injury, shark lifted the boat 0.5 m out of the water",N,"4.5  m [14'9""] shark",S,2047-01-14 00:00:00.000000,1.0
05-Jan-47,2047.0,KwaZulu-Natal,"Country Club Beach, Durban",Unprovoked,South Africa,Other,M,18.0,Flexed left leg lacerated,N,>1.6 m shark,S,2047-01-05 00:00:00.000000,1.0
28-Dec-46,2046.0,South Australia,Glenelg,Unprovoked,Australia,Swimming,M,23.0,"Forearm & fingers lacerated, teethmarks on wood",N,Unknown,S,2046-12-28 00:00:00.000000,12.0
Reported 24-Dec-1946,1946.0,Queensland,"Auckland Creek, Gladstone",Boating,Australia,Other,,,Shark jumped into cockpit,N,7' shark,S,1946-12-24 00:00:00.000000,12.0
20-Nov-46,2046.0,Torres Strait,40 miles off Thursday Island,Unprovoked,Australia,Diving,M,30.0,"FATAL, right arm severed",Y,Unknown,S,2046-11-20 00:00:00.000000,11.0
Reported 26-Oct-1946,1946.0,Kwajalein,,Unprovoked,Marshall Islands,Fishing,,,FATAL,Y,Unknown,N,1946-10-26 00:00:00.000000,10.0
14-Oct-46,2046.0,New South Wales,"Marks Point, Swan Bay, Lake Macquarie",Unprovoked,Australia,Swimming,M,15.0,Left leg lacerated,N,Unknown,S,2046-10-14 00:00:00.000000,10.0
24-Aug-46,2046.0,Gaza,Jura Village,Unprovoked,Israel,Fishing,M,15.0,Laceration to back,N,Unknown,N,2046-08-24 00:00:00.000000,8.0
18-Aug-46,2046.0,Queensland,"Ellis Beach, 20 miles from Cairns",Unprovoked,Australia,Swimming,M,30.0,"FATAL, body not recovered",Y,4.3 m [14'] shark,S,2046-08-18 00:00:00.000000,8.0
18-Jul-46,2046.0,Khuzestan Province,"Dorquain, on the Karun River",Unprovoked,Iran,Fishing,M,12.0,Radius & ulna bared,N,Unknown,N,2046-07-18 00:00:00.000000,7.0
18-Jul-46,2046.0,Khuzestan Province,"Ahvaz, on the Karun River, 275 km from the sea",Unprovoked,Iran,Swimming,M,12.0,"Left Achilles tendon severed, calf muscles severely lacerated",N,Possibly C. leucas,N,2046-07-18 00:00:00.000000,7.0
28-Jun-46,2046.0,,Chennai,Unprovoked,India,Bathing,M,14.0,"""Serious injuries""",N,Unknown,N,2046-06-28 00:00:00.000000,6.0
09-May-46,2046.0,Dar-es-Salaam ,Dar-es-Salaam harbor,Unprovoked,Tanzania,Swimming,M,,Leg bitten,N,Unknown,S,2046-05-09 00:00:00.000000,5.0
19-Apr-46,2046.0,Queensland,"Trinity Beach, Cairns",Unprovoked,Australia,Swimming,M,17.0,FATAL,Y,Unknown,S,2046-04-19 00:00:00.000000,4.0
Apr-46,,South Australia,Port Newby,Boating,Australia,Fishing,,,"No injury to occupants. Shark charged boat, tore off rudder & tossed it air, then swam off with it",N,6 m [20']  shark,S,,
20-Mar-46,2046.0,South Australia,Grange,Boating,Australia,Fishing,M,28.0,"No injury; shark rammed boat, catapulting Leverenz in the sea & damaging boat",N,Unknown,S,2046-03-20 00:00:00.000000,3.0
16-Feb-46,2046.0,KwaZulu-Natal,"South Beach, Durban",Unprovoked,South Africa,Other,M,21.0,Right arm severely lacerated,N,Unknown,S,2046-02-16 00:00:00.000000,2.0
10-Feb-46,2046.0,Western Australia,"City Beach, Perth",Unprovoked,Australia,Other,M,18.0,"Leg bitten, surgically amputated",N,"White shark, 4.2 m [13'9""] ",S,2046-02-10 00:00:00.000000,2.0
10-Feb-46,2046.0,KwaZulu-Natal,"Battery Beach, Durban",Unprovoked,South Africa,Swimming,M,18.0,Flexed right  knee bitten,N,Unknown,S,2046-02-10 00:00:00.000000,2.0
24-Jan-46,2046.0,KwaZulu-Natal,"Battery Beach, Durban",Unprovoked,South Africa,Other,M,15.0,Knee & calf lacerated,N,Unknown,S,2046-01-24 00:00:00.000000,1.0
24-Jan-46,2046.0,KwaZulu-Natal,"Battery Beach, Durban",Unprovoked,South Africa,Swimming,M,,Foot severely lacerated,N,Unknown,S,2046-01-24 00:00:00.000000,1.0
17-Jan-46,2046.0,Queensland,Townsville,Unprovoked,Australia,Other,M,12.0,Ankle bitten,N,small shark,S,2046-01-17 00:00:00.000000,1.0
07-Jan-46,2046.0,Western Cape Province,False Bay,Unprovoked,South Africa,Other,M,18.0,Foot bitten,N,1.5 m [5'] shark,S,2046-01-07 00:00:00.000000,1.0
05-Jan-46,2046.0,New South Wales,"Oatley Bay near Como, Georges River",Unprovoked,Australia,Swimming,F,14.0,"FATAL, left leg severed, right leg injured  ",Y,Unknown,S,2046-01-05 00:00:00.000000,1.0
01-Jan-46,2046.0,Eastern Cape Province,"Pollock Beach, Port Elizabeth",Unprovoked,South Africa,Surfing,M,24.0,Calf lacerated,N,Unknown,S,2046-01-01 00:00:00.000000,1.0
1946,,Western Cape Province,Plettenberg Bay,Boating,South Africa,Other,,,"No injury to occupants, shark struck boats+K1581",N,Unknown,S,,
1946,,Western Cape Province,Table Bay,Boating,South Africa,Other,,,"Shark holed and sank boat, occupants rescued",N,Unknown,S,,
1946,,"""Head of the Gulf""",,Unprovoked,Persian Gulf,Other,F,,"Abdomen bitten, but she survived. Most of the 40 others that survived the wreck, were taken by sharks",N,Unknown,N,,
23-Sep-45,2045.0,,Tweed Beach,Unprovoked,Hong Kong,Bathing,M,,FATAL,Y,Unknown,N,2045-09-23 00:00:00.000000,9.0
19-Sep-45,2045.0,,,Sea Disaster,Okinawa,Swimming,M,20.0,Laceration to arm,N,Unknown,N,2045-09-19 00:00:00.000000,9.0
16-Sep-45,2045.0,Ryukyu,,Sea Disaster,Japan,Swimming,M,,FATAL,Y,Unknown,N,2045-09-16 00:00:00.000000,9.0
06-Sep-45,2045.0,Shatt-al-Arab River,Bashamir,Unprovoked,Iran,Swimming,M,13.0,"Right forearm injured, mid-humeral amputation",N,Unknown,N,2045-09-06 00:00:00.000000,9.0
19-Aug-45,2045.0,Shatt-al-Arab River,Vicinity of Abadan,Unprovoked,Iran / Iraq,Other,M,,Lower left leg amputated,N,Unknown,N,2045-08-19 00:00:00.000000,8.0
06-Aug-45,2045.0, North Carolina,Ocracoke,Unprovoked,United States,Other,,,FATAL,Y,Unknown,N,2045-08-06 00:00:00.000000,8.0
30-Jul-45,2045.0,In transit between Tinian and Leyte,200 miles Leyte,Sea Disaster,Philippines,Other,,,"About 300  crew perished during the sinking, the remainder abandoned ship. Many who survived the loss of the ship were taken by sharks. In all, only 316 of her crew of 1,196 survived.",Y,Unknown,N,2045-07-30 00:00:00.000000,7.0
Jul-45,,Northern Java,Off Cheribon,Sea Disaster,Java,Other,,,Sharks attacked the swimmers. The sole survivor lost his arm & foot & died of his injuries shortly after being picked up  by Javanese fishermen. The incident became known as the Cheribon Atrocity,Y,Unknown,N,,
15-Jun-45,2045.0,Queensland,"Trinity Beach, Cairns",Unprovoked,Australia,Swimming,M,,FATAL,Y,Unknown,S,2045-06-15 00:00:00.000000,6.0
08-May-45,2045.0,North Carolina,"Ocracoke Inlet, Carteret County",Unprovoked,United States,Swimming,M,,"FATAL, large gash to thigh",Y,Unknown,N,2045-05-08 00:00:00.000000,5.0
06-Mar-45,2045.0,KwaZulu-Natal,Scottburgh,Unprovoked,South Africa,Other,M,37.0,"Right leg bitten knee to foot, surgically amputated",N,Thought to involve a Zambesi shark,S,2045-03-06 00:00:00.000000,3.0
05-Feb-45,2045.0,Tel Aviv,,Unprovoked,Israel,Swimming,M,,"Survived. R.A.F. pilot, seeing commotion in the water, dived his plane to investigate and scared off shark",N,Unknown,N,2045-02-05 00:00:00.000000,2.0
1945,,,,Unprovoked,Jamaica,Diving,M,,Hand severed,N,Unknown,N,,
1945,,Havana Province,Cojimar,Unprovoked,Cuba,Other,M,,FATAL,Y,Unknown,N,,
1945,,Colon Province,"Mouth of Rio Dudio, 50 miles west of the city of Colon",Unprovoked,Panama,Bathing,F,8.0,Foot bitten,N,Unknown,N,,
1945,,Basrah,Shatt-al Arab River,Unprovoked,Iraq,Swimming,M,15.0,Left foot bitten,N,Bull shark,N,,
Between 18 & 22-Dec 1944,,300 miles east of Luzon,USS Hull DD-350 was one of 3 destroyers that capsized in Typhoon Cobra,Sea Disaster,Philippines,Swimming,M,19.0,Arm bitten,N,9' shark,N,,
02-Dec-44,2044.0,Florida,3 miles north of the inlet at Palm Beach,Provoked,United States,Fishing,,,"No injury to occupants. After being prodded with an oar, shark struck bow and sank boat PROVOKED INCIDENT",N,"Tiger shark, 4.5 to 5.5 m [14'9"" to 18'], 2000-lb  ",N,2044-12-02 00:00:00.000000,12.0
08-Nov-44,2044.0,Western Area,Freetown,Sea Disaster,Sierra Leone,Other,M,18.0,FATAL,Y,Unknown,N,2044-11-08 00:00:00.000000,11.0
01-Nov-44,2044.0,Queensland,Maroochydore Beach,Invalid,Australia,Swimming,M,,Probable drowning & scavenging,Y,Unknown,S,2044-11-01 00:00:00.000000,11.0
26-Oct-44,2044.0,,,Sea Disaster,Philippines,Other,M,,When survivors werer rescued on 10/27/1944 by PC 623 there were many sharks in the area,Y,Unknown,N,2044-10-26 00:00:00.000000,10.0
26-Oct-44,2044.0,Bernardino Strait near Gulf of Leyte,,Sea Disaster,Philippines,Other,M,,"FATAL, both were killed by sharks",Y,Unknown,N,2044-10-26 00:00:00.000000,10.0
25-Oct-44,2044.0,Off Samar Island in the Gulf of Leyte,,Sea Disaster,Philippines,Swimming,M,,"Clinton was bitten on his back, 2 others did not survive",Y,Unknown,N,2044-10-25 00:00:00.000000,10.0
25-Oct-44,2044.0,,Off Cape Engano,Unprovoked,Philippines,Other,M,,"Shark grazed leg, leaving toothmarks",N,Unknown,N,2044-10-25 00:00:00.000000,10.0
24-Oct-44,2044.0,,225 miles east of Hong Kong,Sea Disaster,Unknown,Other,M,,Most of the men drowned & some were taken by sharks. Only only nine men survived,Y,Unknown,,2044-10-24 00:00:00.000000,10.0
Reported 23-Oct-1944,1944.0,Queensland,Tewantin,Boating,Australia,Fishing,,,No injury to occupants; shark bit dinghy leaving tooth fragments in  its woodwork,N,Unknown,S,1944-10-23 00:00:00.000000,10.0
03-Sep-44,2044.0,Maryland,North Beach,Unprovoked,United States,Swimming,M,13.0,Laceration to right lower leg,N,Unknown,N,2044-09-03 00:00:00.000000,9.0
Sep-44,,,,Unprovoked,Caribbean Sea,Other,M,,FATAL,Y,Unknown,N,,
20-Aug-44,2044.0,KwaZulu-Natal,Margate,Unprovoked,South Africa,Swimming,M,19.0,"FATAL, body not recovered",Y,Unknown,S,2044-08-20 00:00:00.000000,8.0
22-Jul-144,,Western Cape Province,Hartenbos,Unprovoked,South Africa,Swimming,M,17.0,"FATAL, body not recovered",Y,"White shark, according to witnesses",S,,
23-Jun-44,2044.0,,Aircraft went down on 6/12/1944. He survived on raft for 11 days and was 150 miles off Guam when rescued,Invalid,North Pacific Ocean,Other,M,,"When picked up by the USS Boyd DD 44 on 6/23/1944 his raft was ""surrounded by sharks""",N,Unknown,N,2044-06-23 00:00:00.000000,6.0
