Date,Year,Area,Location,Type,Country,Activity,Sex,Age,Injury,Fatal,Species,Hemisphere,Formated Date,Month
25-Nov-94,1994.0,Western Cape Province,Mossel Bay,Unprovoked,South Africa,Fishing,M,,No injury,N,"Raggedtooth shark, 2.7 m [9'] ",S,1994-11-25 00:00:00.000000,11.0
13-Nov-94,1994.0,Hawaii,"Off the Hanalei River, Kaua'i",Unprovoked,United States,Surfing,F,34.0,Right thigh & board bitten,N,2.7 m [9'] shark,N,1994-11-13 00:00:00.000000,11.0
06-Nov-94,1994.0,Hawaii,"Kealia Beach, Kaua'i",Unprovoked,United States,Surfing,,,"No injury, shark bit surfboard",N,Unknown,N,1994-11-06 00:00:00.000000,11.0
18-Oct-94,1994.0,Pernambuco,Piedade,Unprovoked,Brazil,Surfing,,,Survived,N,Unknown,S,1994-10-18 00:00:00.000000,10.0
17-Oct-94,1994.0,Pernambuco,Piedade,Unprovoked,Brazil,Surfing,M,,Survived,N,Unknown,S,1994-10-17 00:00:00.000000,10.0
09-Oct-94,1994.0,Florida,"Bill Baggs Cape Florida State Recreation Area, Miami-Dade County",Provoked,United States,Wading,F,9.0,Ankle bitten when she accidently stepped on the shark  PROVOKED INCIDENT,N,Thought to involve a small sand shark,N,1994-10-09 00:00:00.000000,10.0
05-Oct-94,1994.0,Florida,"Indialantic, Brevard County",Unprovoked,United States,Surfing,M,16.0,Foot bitten,N,Unknown,N,1994-10-05 00:00:00.000000,10.0
26-Sep-94,1994.0,South Carolina,"North Forest Beach, near Hilton Head, Beaufort County",Unprovoked,United States,Swimming,F,30.0,Right side of abdomen & left hand bitten,N,Unknown,N,1994-09-26 00:00:00.000000,9.0
21-Sep-94,1994.0,Oregon,"Short Sand Beach, Oswald West State Park",Unprovoked,United States,Surfing,M,43.0,"No injury, surfboard bitten",N,5 m [16.5'] white shark,N,1994-09-21 00:00:00.000000,9.0
Reported 11-Sep-1994,1994.0,Florida,Florida Straits,Sea Disaster,United States,Other,M,7.0,FATAL,Y,Unknown,N,1994-09-11 00:00:00.000000,9.0
05-Sep-94,1994.0,Hawaii,Makaha Surf Beach,Unprovoked,United States,Other,F,12.0,Left calf bitten,N,Small shark,N,1994-09-05 00:00:00.000000,9.0
22-Aug-94,1994.0,Kagoshima Prefecture,Tatsugo-cho,Unprovoked,Japan,Other,,,Survived,N,Unknown,N,1994-08-22 00:00:00.000000,8.0
24-Jul-94,1994.0,Pernambuco,"Boa Viagem, Recife",Unprovoked,Brazil,Surfing,M,15.0,Left foot severed,N,Unknown,S,1994-07-24 00:00:00.000000,7.0
09-Jul-94,1994.0,Pernambuco,"Boa Viagem, Recife",Unprovoked,Brazil,Swimming,M,,FATAL,Y,Unknown,S,1994-07-09 00:00:00.000000,7.0
09-Jul-94,1994.0,Saint-Denis,Barachois,Unprovoked,Reunion,Surfing,M,24.0,FATAL,Y,3 to 3.5 m [10' to 11.5'] bull shark,S,1994-07-09 00:00:00.000000,7.0
09-Jul-94,1994.0,Eastern Cape Province,"Nahoon Beach, East London",Unprovoked,South Africa,Surfing,M,22.0,"FATAL, leg severed ",Y,4 m [13'] white shark,S,1994-07-09 00:00:00.000000,7.0
09-Jul-94,1994.0,Eastern Cape Province,"Nahoon Beach, East London",Unprovoked,South Africa,Surfing,M,31.0,Buttock & leg bitten,N,4 m [13'] white shark,S,1994-07-09 00:00:00.000000,7.0
08-Jul-94,1994.0,Pernambuco,"Boa Viagem, Recife",Unprovoked,Brazil,Surfing,M,,Survived,N,Unknown,S,1994-07-08 00:00:00.000000,7.0
08-Jul-94,1994.0,Florida,"New Smyrna Beach, Volusia County",Unprovoked,United States,Surfing,M,15.0,Right calf lacerated,N,"""small shark""",N,1994-07-08 00:00:00.000000,7.0
24-Jun-94,1994.0,Grand Bahama Island,Freeport,Unprovoked,Bahamas,Fishing,M,30.0,Forearm severely bitten,N,1.8 m [6'] shark,N,1994-06-24 00:00:00.000000,6.0
31-May-94,1994.0,Florida,"Ponce Inlet, Volusia County",Unprovoked,United States,Surfing,M,24.0,Foot lacerated,N,Unknown,N,1994-05-31 00:00:00.000000,5.0
31-May-94,1994.0,Florida," Daytona Beach, Volusia County",Unprovoked,United States,Surfing,M,28.0,Right foot lacerated,N,1.2 m [4'] spinner shark,N,1994-05-31 00:00:00.000000,5.0
28-May-94,1994.0,Florida,"3 miles east of Jacksonville Beach, Duval County",Unprovoked,United States,Fishing,M,35.0,Shoulder bitten,N,2.1 m [7'] shark,N,1994-05-28 00:00:00.000000,5.0
24-May-94,1994.0,Florida,"Spessard Holland Park, Melbourne Beach, Brevard County",Unprovoked,United States,Wading,F,36.0,Lower left calf & ankle  lacerated,N,1.2 m [4'] shark,N,1994-05-24 00:00:00.000000,5.0
23-May-94,1994.0,Florida,"New Smyrna Beach, Volusia County",Unprovoked,United States,Wading,M,26.0,Gash on ankle,N,Unknown,N,1994-05-23 00:00:00.000000,5.0
15-May-94,1994.0,Florida,"New Smyrna Beach, Volusia County",Unprovoked,United States,Surfing,M,22.0,Right knee lacerated,N,>1.8 m [6'] shark,N,1994-05-15 00:00:00.000000,5.0
Reported 16-Apr-1994,1994.0,California,"Sunset Cliffs, San Diego, San Diego County",Invalid,United States,Other,F,25.0,Not a shark attack; possibly murder. Body recovered 4-16-1994 minus severed leg,Y,Blue shark bites post mortem,N,1994-04-16 00:00:00.000000,4.0
15-Apr-94,1994.0,Saint-Joseph,Lieu-dit Cayenne,Unprovoked,Reunion,Other,,,FATAL,Y,"3 m [10'], 200-kg [441-lb] bull shark",S,1994-04-15 00:00:00.000000,4.0
06-Apr-94,1994.0,,Rum Cay,Unprovoked,Bahamas,Wading,M,,Lower right  leg bitten,N,2' to 3' shark,N,1994-04-06 00:00:00.000000,4.0
03-Apr-94,1994.0,Florida,"Miami Beach, Dade County",Unprovoked,United States,Diving,M,71.0,Left shoulder lacerated,N,Unknown,N,1994-04-03 00:00:00.000000,4.0
02-Apr-94,1994.0,Western Cape Province,Arniston,Unprovoked,South Africa,Fishing,M,,FATAL  ,Y,4.9 m white shark,S,1994-04-02 00:00:00.000000,4.0
23-Mar-94,1994.0,,300 miles east of Easter Island,Unprovoked,Chile,Swimming,F,19.0,Leg severed mid-thigh,N,"3.6 m [11'9""] white shark",S,1994-03-23 00:00:00.000000,3.0
23-Mar-94,1994.0,,300 miles East of Easter Island,Unprovoked,Chile,Swimming,M,,Thigh bitten,N,"3.6 m [11'9""] white shark",S,1994-03-23 00:00:00.000000,3.0
07-Mar-94,1994.0,California,,Provoked,United States,Other,M,33.0,Arm lacerated by captive shark PROVOKED INCIDENT,N,"Lemon shark, 4' ",N,1994-03-07 00:00:00.000000,3.0
01-Mar-94,1994.0,Pernambuco,"Boa Viagem, Recife",Unprovoked,Brazil,Surfing,M,25.0,Leg bitten,N,2 m shark,S,1994-03-01 00:00:00.000000,3.0
27-Feb-94,1994.0,Western Cape Province,Saxon Reef,Unprovoked,South Africa,Fishing,M,,Swim fin bitten,N,3 m [10'] shark,S,1994-02-27 00:00:00.000000,2.0
19-Feb-94,1994.0,Florida,"Juno Beach, Palm Beach County",Unprovoked,United States,Surfing,M,23.0,Left foot bitten,N,1.2 m [4'] shark,N,1994-02-19 00:00:00.000000,2.0
13-Feb-94,1994.0,Hawaii,Kailua Bay,Provoked,United States,Fishing,M,,Arm bitten while trying to secure shark caught by navy personnel from vessel PROVOKED INCIDENT,N,Unknown,N,1994-02-13 00:00:00.000000,2.0
12-Feb-94,1994.0,Eastern Cape Province,Beachview Holiday Resort,Unprovoked,South Africa,Surfing,M,15.0,Leg bitten ,N,3 m [10'] white shark,S,1994-02-12 00:00:00.000000,2.0
Feb-94,,South Province,Cap Goulvain,Unprovoked,New Caledonia,Fishing,,,"FATAL, right foot severed",Y,Unknown,N,,
31-Jan-94,1994.0,Pernambuco,Piedade,Unprovoked,Brazil,Swimming,M,,Right leg bitten,N,Unknown,S,1994-01-31 00:00:00.000000,1.0
31-Jan-94,1994.0,Hawaii,"Velzyland, north shore of O'ahu",Unprovoked,United States,Surfing,M,,FATAL,Y,Tiger shark,N,1994-01-31 00:00:00.000000,1.0
30-Jan-94,1994.0,Eastern Cape Province,"Nahoon Beach, East London",Unprovoked,South Africa,Surfing,M,44.0,Calf bitten,N,Unknown,S,1994-01-30 00:00:00.000000,1.0
Reported 12-Jan-1994,1994.0,Western Australia,Albany,Boat,Australia,Fishing,,,"No injury to occupants, shark bit anchor and ladder",N,White shark,S,1994-01-12 00:00:00.000000,1.0
09-Jan-94,1994.0,Queensland,"Katana Downs Reach, Brisbane River",Unprovoked,Australia,Swimming,M,23.0,Hamstring bitten,N,1.5 m shark,S,1994-01-09 00:00:00.000000,1.0
03-Jan-94,1994.0,KwaZulu-Natal,Hibberdene,Unprovoked,South Africa,Swimming,M,33.0,Foot bitten,N,"1.3 m [4'3""] shark",S,1994-01-03 00:00:00.000000,1.0
Last incident of 1994 in Hong Kong,,,,Unprovoked,Hong Kong,Other,F,,Both legs lacerated,N,Tiger shark said to be 5 to 7 m [16.5' to 23'] ,N,,
1994,,Florida,"Flagler Beach, Flagler County",Unprovoked,United States,Surfing,M,,Foot bitten,N,Unknown,N,,
Dec-93,,Hawaii,Waipo,Unprovoked,United States,Surfing,M,,FATAL,Y,"On 11-Jan-1994, his remains washed ashore. A 2.4 m [8'] tiger shark thought to be involved",N,,
28-Nov-93,1993.0,Florida,"North Beach Jetty, St Lucie County",Unprovoked,United States,Swimming,M,30.0,"""Minor cuts to left leg""",N,Unknown,N,1993-11-28 00:00:00.000000,11.0
21-Nov-93,1993.0,Western Australia, A pearl  farm in Roebuck Bay,Unprovoked,Australia,Diving,M,27.0,FATAL,Y,Tiger shark caught 6 days later with divers remains in its gut,S,1993-11-21 00:00:00.000000,11.0
12-Nov-93,1993.0,Hawaii,"Horners, Wailua, Kaua'i",Unprovoked,United States,Surfing,M,,Left leg severely bitten,N,Unknown,N,1993-11-12 00:00:00.000000,11.0
Nov-93,,Banaadir Region,Mogadishu,Unprovoked,Somalia,Other,M,,FATAL,Y,Unknown,N,,
30-Oct-93,1993.0,California,"""Bunkers"" Eureka, Humboldt County",Unprovoked,United States,Surfing,M,26.0,Serious injury to left leg,N,4 m to 5 m [13' to 16.5'] white shark,N,1993-10-30 00:00:00.000000,10.0
26-Oct-93,1993.0,Florida,"Treasure Shores Beach, Indian River County",Unprovoked,United States,Swimming,F,26.0,Thigh & hand lacerated,N,3 m [10'] bull shark,N,1993-10-26 00:00:00.000000,10.0
10-Oct-93,1993.0,California,"Goat Rock, Bodega Bay, Sonoma County?",Boat,United States,Other,F,34.0,"No Injury, Kayak holed",N,>6 m [20'] white shark,N,1993-10-10 00:00:00.000000,10.0
Oct-93,,Hawaii,"Mouth of Wallua River, Kaua'i",Unprovoked,United States,Surfing,,,Serious leg wounds,N,Tiger shark,N,,
30-Sep-93,1993.0,Banaadir Region,Mogadishu,Unprovoked,Somalia,Swimming,M,21.0,FATAL,Y,Unknown,N,1993-09-30 00:00:00.000000,9.0
26-Sep-93,1993.0,Western Cape Province,Danger Point,Unprovoked,South Africa,Fishing,M,36.0,Calf lacerated,N,3 m [10'] white shark,S,1993-09-26 00:00:00.000000,9.0
16-Sep-93,1993.0,La Libertad,near El Cocal Beach,Unprovoked,El Salvador,Surfing,,15.0,Left leg gashed,N,3.7 m [12'] white shark,N,1993-09-16 00:00:00.000000,9.0
16-Sep-93,1993.0,La Libertad,El Cocal Beach,Unprovoked,El Salvador,Surfing,M,17.0,"FATAL, arms & legs bitten, then drowned ",Y,Unknown,N,1993-09-16 00:00:00.000000,9.0
14-Sep-93,1993.0,Florida,"Huguenot Memorial Park, Duval County",Unprovoked,United States,Wading,M,19.0,Left foot bitten,N,3' shark,N,1993-09-14 00:00:00.000000,9.0
09-Sep-93,1993.0,Florida,"Little Talbot Island, Jacksonville, Duval County",Unprovoked,United States,Other,M,16.0,Left foot bitten,N,Unknown,N,1993-09-09 00:00:00.000000,9.0
03-Sep-93,1993.0,Costa Blanca,"Playa de las Arenas, Valencia ",Unprovoked,Spain,Swimming,M,69.0,"Thigh bitten, toes of left foot severed",N,1.2 m [4'] shark,N,1993-09-03 00:00:00.000000,9.0
21-Aug-93,1993.0,Walkers Cay,"Matinella Reef, 15 to 20 miles west of Walkers Cay",Unprovoked,Bahamas,Fishing,M,51.0,Leg bitten,N,1.8 m [6'] blacktip shark or Caribbean reef shark,N,1993-08-21 00:00:00.000000,8.0
Reported      19-Aug-1993,1993.0,Florida,"Bethune Beach, Volusia County",Unprovoked,United States,Surfing,,13.0,Right foot bitten,N,Unknown,N,1993-08-19 00:00:00.000000,8.0
 19-Aug-1993,1993.0,Hawaii,"Paukukalo, Maui",Unprovoked,United States,Surfing,M,,Abrasions & board bitten,N,Unknown,N,1993-08-19 00:00:00.000000,8.0
15-Aug-93,1993.0,California,Between Santa Cruz Island and Santa Barbara,Boat,United States,Other,,,No injury to occupants; shark circled boat repeatedly then rammed the vessel 3 times,N,">6 m white shark, according to witnesses",N,1993-08-15 00:00:00.000000,8.0
15-Aug-93,1993.0,North Carolina,Pamlico Sound,Unprovoked,United States,Other,F,19.0,Severe lacerations to abdomen & thighs,N,Bull shark,N,1993-08-15 00:00:00.000000,8.0
14-Aug-93,1993.0,Western Australia,Off Rottnest Island,Boat,Australia,Fishing,,,"No injury to occupants. Shark struck boat, lifting the outboard motor",N,6 m [20'] white shark,S,1993-08-14 00:00:00.000000,8.0
12-Aug-93,1993.0,California,"Abalone Point, Westport Union Landing, Mendocino County",Unprovoked,United States,Diving,M,39.0,Severe bites to head & shoulder,N,5.5 m to 6 m [18' to 20']  white shark,N,1993-08-12 00:00:00.000000,8.0
Aug-93,,South Province,Ile Moro,Unprovoked,New Caledonia,Fishing,M,,FATAL,Y,Unknown,N,,
Aug-93,,La Libertad,La Libertad,Boat,El Salvador,Fishing,,,FATAL x 2,Y,White shark?,N,,
30-Jul-93,1993.0,Eastern Cape Province,"Pollock Beach, Port Elizabeth",Unprovoked,South Africa,Surfing,M,28.0,Puncture wounds on chest,N,4 m [13'] white shark,S,1993-07-30 00:00:00.000000,7.0
07-Jul-93,1993.0,Florida,"Daytona Beach, Volusia County",Unprovoked,United States,Other,F,12.0,Right knee bitten,N,"1.8 m to 2.4 m [6' to 8'] shark, tooth fragments recovered ",N,1993-07-07 00:00:00.000000,7.0
30-Jun-93,1993.0,Pernambuco,"Boa Viagem, Recife",Unprovoked,Brazil,Swimming,M,,FATAL,Y,Unknown,S,1993-06-30 00:00:00.000000,6.0
29-Jun-93,1993.0,Saint-Paul,Cap de la Marianne,Unprovoked,Reunion,Other,M,16.0,Note: see 1992.06.28,N,Unknown,S,1993-06-29 00:00:00.000000,6.0
11-Jun-93,1993.0,New Territories,Silverstrand,Unprovoked,Hong Kong,Swimming,M,61.0,FATAL,Y,Unknown,N,1993-06-11 00:00:00.000000,6.0
11-Jun-93,1993.0,Quintana Roo,"Santa Rosa Shallows, Cozumel",Unprovoked,Mexico,Diving,F,42.0,FATAL,Y,Unknown,N,1993-06-11 00:00:00.000000,6.0
10-Jun-93,1993.0,Hawaii,"Goats Island (Mokuauia Island), Malaekahana State Recreation Area, Laie, O'ahu",Unprovoked,United States,Other,M,22.0,Feet & ankles bitten,N,Thought to involve a tiger shark,N,1993-06-10 00:00:00.000000,6.0
09-Jun-93,1993.0,New South Wales,"Julian Rocks, Byron Bay",Unprovoked,Australia,Diving,M,31.0,FATAL,Y,Remains recovered from 5.5 m [18'] white shark,S,1993-06-09 00:00:00.000000,6.0
05-Jun-93,1993.0,Tasmania,Tenth Island (King Island),Unprovoked,Australia,Diving,F,34.0,FATAL,Y,5 m [16.5'] white shark,S,1993-06-05 00:00:00.000000,6.0
01-Jun-93,1993.0,New Territories,Sheung Sz Wan,Unprovoked,Hong Kong,Swimming,M,42.0,FATAL,Y,Unknown,N,1993-06-01 00:00:00.000000,6.0
Jun-93,,North Carolina,"Hamstead, Pender County",Unprovoked,United States,Swimming,F,65.0,"No injury, bumped by shark",N,6' shark,N,,
Late May 1993,1993.0,"On the Kowloon penisula, south of Sai Kung",Silverstrand,Unprovoked,Hong Kong,Other,F,,"Missing, believed taken by a shark",Y,Unknown,N,1993-05-23 00:00:00.000000,5.0
May-93,,Banaadir Region,"Arroyo Beach, Mogadishu",Unprovoked,Somalia,Swimming,F,,FATAL,Y,Unknown,N,,
Apr-93,,Tasmania,Barren Joey Island,Invalid,Australia,Fishing,M,32.0,No inujury ,N,Unknown,S,,
27-Mar-93,1993.0,Pernambuco,Paiva,Unprovoked,Brazil,Surfing,M,,Survived,N,Unknown,S,1993-03-27 00:00:00.000000,3.0
22-Mar-93,1993.0,Florida,"Singer Island, Riviera Beach, Palm Beach County",Unprovoked,United States,Other,M,25.0,Both feet lacerated,N,Unknown,N,1993-03-22 00:00:00.000000,3.0
17-Mar-93,1993.0,Ehime Prefecture,Iyo,Unprovoked,Japan,Other,,,Survived,N,Possiby white shark,N,1993-03-17 00:00:00.000000,3.0
14-Mar-93,1993.0,Hawaii,"Paradise Bay (next to Wailua Bay), Maui",Unprovoked,United States,Other,M,35.0,Lower legs lacerated ,N,"Tiger shark, 3.7 m [12'], (tooth fragment recovered from wound)",N,1993-03-14 00:00:00.000000,3.0
12-Mar-93,1993.0,California,"Linda Mar Beach, Pedro Point, San Mateo County",Unprovoked,United States,Fishing,M,55.0,"No injury, swim fin bitten",N,White shark,N,1993-03-12 00:00:00.000000,3.0
Mar-93,,South Province,Île de Casey,Unprovoked,New Caledonia,Swimming,,,Hip bitten,N,Unknown,N,,
19-Feb-93,1993.0,Tongapatu Group,Between 'Ata and Tongapatu,Sea Disaster,Tonga,Other,M,,Puncture wounds to right thigh,N,Unknown,N,1993-02-19 00:00:00.000000,2.0
18-Feb-93,1993.0,Tongapatu Group,Between 'Ata and Tongapatu,Sea Disaster,Tonga,Other,M,,Foot bitten,N,1.5 m [5'] shark,N,1993-02-18 00:00:00.000000,2.0
04-Feb-93,1993.0,Queensland,Mooloolaba,Provoked,Australia,Fishing,M,69.0,"Legs lacerated, puncture wound in hand from hooked shark hauled onboard PROVOKED INCIDENT",N,"Bronze whaler shark, 1.5 m ",S,1993-02-04 00:00:00.000000,2.0
23-Jan-93,1993.0,Pernambuco,Piedade,Unprovoked,Brazil,Other,M,15.0,Left leg bitten,N,Unknown,S,1993-01-23 00:00:00.000000,1.0
05-Jan-93,1993.0,Queensland,"Line Reef, northeast of Hamilton Island, Whitsundays",Unprovoked,Australia,Fishing,M,21.0,"6"" laceration to left forearm",N,1.5 m shark,S,1993-01-05 00:00:00.000000,1.0
04-Jan-93,1993.0,,Off Dominican Republic,Boat,Caribbean Sea,Other,M,32.0,"No injury to occupants. Sharks, attracted to offal from slaughtered dolphin, attacked & damaged their canoe",N,Two 3 m [10'] oceanic whitetip sharks,N,1993-01-04 00:00:00.000000,1.0
02-Jan-93,1993.0,Oregon,"Bastendorf Beach, Coos County",Unprovoked,United States,Surfing,M,29.0,"No injury, shark bit board",N,6 m [20'] white shark,N,1993-01-02 00:00:00.000000,1.0
Fall 1993,,West Africa,,Unprovoked,Angola,Surfing,M,,Right Leg bitten,N,3 m [10'] white shark,N,,
Between May & Nov-1993,,Banaadir Region,Mogadishu,Unprovoked,Somalia,Other,,,FATAL,Y,Unknown,N,,
1993,,Vavau,Between Ofu & Fafini Islands,Unprovoked,Tonga,Fishing,,30.0,Left buttock and thigh bitten,N,Unknown,N,,
1993,,Florida,"Key West, Monroe County",Unprovoked,United States,Other,,,Survived,N,Lemon shark,N,,
28-Dec-92,1992.0,Hawaii,"Honomuni, Moloka'i",Unprovoked,United States,Other,M,10.0,Right leg bruised & abraded,N,"Tiger shark, 2.4 m [8']",N,1992-12-28 00:00:00.000000,12.0
23-Dec-92,1992.0,Hawaii,"Chun's Reef, Laniakea, O'ahu",Unprovoked,United States,Other,M,30.0,"Minor lacerations to hand, 15"" crescent-shaped piece removed from surfboard",N,"Tiger shark, 3 m to 4.9 m [10' to 16'] ",N,1992-12-23 00:00:00.000000,12.0
29-Nov-92,1992.0,California,"San Onofre, San Diego County ",Unprovoked,United States,Fishing,M,31.0,10 puncture wounds to right calf,N,"Mako shark, 1.8 m [6']  ",N,1992-11-29 00:00:00.000000,11.0
25-Nov-92,1992.0,Florida,"Brevard County, a mile north of Sebastian Inlet",Unprovoked,United States,Surfing,M,19.0,Forearm  & hand bitten; tooth fragments of the shark were recovered from the surfer's hand,N,6' to 7' blacktip shark,N,1992-11-25 00:00:00.000000,11.0
23-Nov-92,1992.0,Florida,,Unprovoked,United States,Surfing,M,24.0,Right ankle bitten,N,1.8 m [6'] shark,N,1992-11-23 00:00:00.000000,11.0
14-Nov-92,1992.0,California,"Ano Nuevo, San Mateo County",Boat,United States,Other,M,46.0,"No injury, kayak bitten",N,5 m to 6 m white shark,N,1992-11-14 00:00:00.000000,11.0
Reported 12-Nov-1992,1992.0,Wakaya Island,,Unprovoked,Fiji,Diving,M,30.0,Left arm lacerated,N,3 m hammerhead shark,S,1992-11-12 00:00:00.000000,11.0
11-Nov-92,1992.0,California,"San Nicholas Island, Santa Barbara County",Unprovoked,United States,Diving,M,40.0,Foot punctured,N,Unidentified shark,N,1992-11-11 00:00:00.000000,11.0
06-Nov-92,1992.0,Florida,"North Jetty Park, Fort Pierce, St Lucie County",Unprovoked,United States,Surfing,M,17.0,Heel bitten,N,Unknown,N,1992-11-06 00:00:00.000000,11.0
05-Nov-92,1992.0,Hawaii,"Kea'au Beach Park, O'ahu",Unprovoked,United States,Other,M,18.0,Right leg severely lacerated  FATAL,Y,"Tiger shark, 3 m to 3.7 m [10' to 12'] ",N,1992-11-05 00:00:00.000000,11.0
29-Oct-92,1992.0,California,"Castle Rock, San Miguel Island, Santa Barbara County",Unprovoked,United States,Diving,M,40.0,Foot & swim fin punctured,N,2.5 m [8.25'] white shark,N,1992-10-29 00:00:00.000000,10.0
22-Oct-92,1992.0,Hawaii,"Lanaikea, O'ahu",Unprovoked,United States,Surfing,M,28.0,"Chest & arm bruised & scratched, 15"" crescent-shaped piece removed from board",N,"Tiger shark, 4.3 m [14'] ",N,1992-10-22 00:00:00.000000,10.0
15-Oct-92,1992.0,New South Wales,Avalon Beach,Unprovoked,Australia,Diving,M,,Minor injury while delivering pup of female shark caught in a net,N,Grey nurse shark,S,1992-10-15 00:00:00.000000,10.0
11-Oct-92,1992.0,Maranhão,"Praia de São Marcus, Sáo Luiz",Unprovoked,Brazil,Other,,,Legs bitten,N,Unknown,S,1992-10-11 00:00:00.000000,10.0
01-Oct-92,1992.0,Queensland,"North Point Beach, Moreton Island",Unprovoked,Australia,Surfing,M,28.0,FATAL,Y,4.2 m white shark,S,1992-10-01 00:00:00.000000,10.0
18-Sep-92,1992.0,Pernambuco,"Boa Viagem, Recife",Unprovoked,Brazil,Other,M,,Left leg severely bitten,N,Unknown,S,1992-09-18 00:00:00.000000,9.0
13-Sep-92,1992.0,Oregon,"Gold Beach, Curry County",Unprovoked,United States,Surfing,M,20.0,Minor bruises,N,4 m to 5 m [13' to 16.5']  white shark ,N,1992-09-13 00:00:00.000000,9.0
11-Sep-92,1992.0,Florida,"South Jetty, New Smyrna Beach, Volusia County",Unprovoked,United States,Other,F,18.0,Right ankle & calf bitten,N,Unknown,N,1992-09-11 00:00:00.000000,9.0
10-Sep-92,1992.0,Pernambuco,"Boa Viagem, Recife",Unprovoked,Brazil,Swimming,M,,FATAL,Y,Unknown,S,1992-09-10 00:00:00.000000,9.0
Sep-92,,Florida,St Lucie County,Unprovoked,United States,Fishing,M,,"Foot bitten, 8 stitches needed to repair the wound",N,Unknown,N,,
29-Aug-92,1992.0,Abaco Islands,Double Breasted Cays ,Unprovoked,Bahamas,Other,F,34.0,Left hand bitten,N,1.8 m [6'] blacktip shark,N,1992-08-29 00:00:00.000000,8.0
25-Aug-92,1992.0,South Australia,"Lipson Cove, Tumby Bay",Unprovoked,Australia,Surfing,M,17.0,"Minor cuts, sufboard bitten",N,4 m white shark,S,1992-08-25 00:00:00.000000,8.0
21-Aug-92,1992.0,Hawaii,"Twin Arches, Hana Ranch, Maui",Invalid,United States,Fishing,M,,Body recovered next morning. Injuries appeared to be inflicted post mortem,Y,Unknown,N,1992-08-21 00:00:00.000000,8.0
18-Aug-92,1992.0,California,"Klamath River, Del Norte County",Unprovoked,United States,Surfing,M,22.0,"No injury, board bitten",N,5.5 m to 6 m [18' to 20'] white shark,N,1992-08-18 00:00:00.000000,8.0
17-Aug-92,1992.0,Florida,"Manalapan, Palm Beach County",Provoked,United States,Other,M,26.0,"Grabbed metal leader to shark, shark clamped on  & bit  left bicep PROVOKED INCIDENT",N,"Nurse shark, 3', 20-lb ",N,1992-08-17 00:00:00.000000,8.0
Aug-92,,Florida,St. Lucie County,Invalid,United States,Other,M,,No details,UNKNOWN,Unknown,N,,
23-Jul-92,1992.0,Hawaii,"Wai'anae, O'ahu",Invalid,United States,Fishing,M,,"Death due to drowning. His body, tied to floating ice chest, had 2 small post-mortem bites ",Y,Cookie cutter shark,N,1992-07-23 00:00:00.000000,7.0
21-Jul-92,1992.0,Florida,"Manasota Beach, Sarasota County",Unprovoked,United States,Other,F,42.0,Lacerations to left foot,N,"""a small shark""",N,1992-07-21 00:00:00.000000,7.0
08-Jul-92,1992.0,Maranhão,"Praia da Marcela, São Marcos Bay",Unprovoked,Brazil,Surfing,M,,Arm bitten,N,Unknown,S,1992-07-08 00:00:00.000000,7.0
08-Jul-92,1992.0,Maranhão,"Praia da Marcela, São Marcos Bay",Unprovoked,Brazil,Surfing,M,,"Lower leg bitten, surgically amputated",N,Unknown,S,1992-07-08 00:00:00.000000,7.0
28-Jun-92,1992.0,Pernambuco,Piedade,Unprovoked,Brazil,Swimming,M,,FATAL,Y,Unknown,S,1992-06-28 00:00:00.000000,6.0
28-Jun-92,1992.0,Saint-Paul,Cap de la Marianne,Unprovoked,Reunion,Surfing,M,16.0,FATAL,Y,Bull shark or lemon shark,S,1992-06-28 00:00:00.000000,6.0
19-Jun-92,1992.0,Malampa Province,"Port Sandwich, Malakula",Unprovoked,Vanuatu,Swimming,F,21.0,Right leg was bitten above and below the knee and an artery was punctured,N,Unknown,N,1992-06-19 00:00:00.000000,6.0
17-Jun-92,1992.0,Ehime Prefecture,"1.5 km north of Igata-cho, 60 km south of Matsyama",Boat,Japan,Other,,,"No inujury to occupant. Shark bit boat repeatedly, leaving  2 teeth in the bottom keel of the boat",N,"White shark, identification by K. Nakaya",N,1992-06-17 00:00:00.000000,6.0
Jun-92,,Saint-Paul,,Unprovoked,Reunion,Diving,,,Survived,N,Mako shark,S,,
31-May-92,1992.0,North Carolina ,Wreck of the U-352 ,Invalid,United States,Diving,M,45.0,Disappeared. His ripped dive jacket was recovered,Y,Shark involvement prior to death was not confirmed,N,1992-05-31 00:00:00.000000,5.0
22-May-92,1992.0,Saint-Joseph,Lieu-dit Cayenne,Unprovoked,Reunion,Surfing,M,,FATAL,Y,"Tiger shark, 3 m to 4 m [10' to 13'] ",S,1992-05-22 00:00:00.000000,5.0
May-92,,Mexico / Caribbean Sea,Isla Mujeres,Unprovoked,Mexico,Diving,M,,"Fingers, hand & arm bitten",N,Unknown,N,,
24-Apr-92,1992.0,Antarctic Ocean,"Meteorologic Station on Campbell Island, 370 nautical miles south of New Zealand",Unprovoked,New Zealand,Other,M,,"Right forearm severed, left forearm lacerated & broken",N,"4 m [13'], 590-kg white shark",N,1992-04-24 00:00:00.000000,4.0
09-Apr-92,1992.0,Eastern Cape Province,Nahoon,Unprovoked,South Africa,Surfing,M,35.0,Punctures & lacerations on lower leg,N,>2 m shark,S,1992-04-09 00:00:00.000000,4.0
